url,title,status
http://books.toscrape.com/catalogue/page-3.html,All products | Books to Scrape - Sandbox,Success
http://books.toscrape.com/catalogue/page-4.html,All products | Books to Scrape - Sandbox,Success
http://books.toscrape.com/catalogue/page-2.html,All products | Books to Scrape - Sandbox,Success
http://books.toscrape.com/catalogue/page-5.html,All products | Books to Scrape - Sandbox,Success
http://books.toscrape.com/catalogue/page-1.html,All products | Books to Scrape - Sandbox,Success
